year,cbsa_code,acs_area_name,median_gross_rent,annual_rent,median_household_income,population
2024,27420,"Jamestown, ND Micro Area",774,9288,61856,21549
2024,27460,"Jamestown-Dunkirk, NY Micro Area",812,9744,58351,125544
2024,27500,"Janesville-Beloit, WI Metro Area",1037,12444,75673,164350
2024,27540,"Jasper, IN Micro Area",834,10008,75979,43614
2024,27600,"Jefferson, GA Micro Area",1126,13512,89544,84757
2024,27620,"Jefferson City, MO Metro Area",827,9924,74030,150437
2024,27700,"Jesup, GA Micro Area",846,10152,53427,30949
2024,27740,"Johnson City, TN Metro Area",939,11268,57762,210729
2024,27780,"Johnstown, PA Metro Area",739,8868,58418,131538
2024,27860,"Jonesboro, AR Metro Area",929,11148,56738,135792
2024,27900,"Joplin, MO-KS Metro Area",928,11136,61901,203626
2024,27940,"Juneau, AK Micro Area",1444,17328,101661,31794
2024,27980,"Kahului-Wailuku, HI Metro Area",1914,22968,97109,164589
2024,28020,"Kalamazoo-Portage, MI Metro Area",1093,13116,72532,262375
2024,28060,"Kalispell, MT Micro Area",1142,13704,73925,110695
2024,28100,"Kankakee, IL Metro Area",1097,13164,71281,106635
2024,28140,"Kansas City, MO-KS Metro Area",1249,14988,83460,2218142
2024,28180,"Kapaa, HI Micro Area",1870,22440,97668,73731
2024,28260,"Kearney, NE Micro Area",930,11160,76109,57292
2024,28300,"Keene, NH Micro Area",1276,15312,83329,77297
2024,28340,"Kendallville, IN Micro Area",832,9984,71723,47495
2024,28380,"Kennett, MO Micro Area",648,7776,47849,27493
2024,28420,"Kennewick-Richland, WA Metro Area",1284,15408,89010,311807
2024,28450,"Kenosha, WI Metro Area",1219,14628,81239,168438
2024,28500,"Kerrville, TX Micro Area",1109,13308,69395,53489
2024,28540,"Ketchikan, AK Micro Area",1505,18060,92885,13768
2024,28580,"Key West-Key Largo, FL Micro Area",1999,23988,87738,81860
2024,28620,"Kill Devil Hills, NC Micro Area",1345,16140,88994,37875
2024,28660,"Killeen-Temple, TX Metro Area",1217,14604,69923,494360
2024,28680,"Kingsland, GA Micro Area",1235,14820,74378,56970
2024,28700,"Kingsport-Bristol, TN-VA Metro Area",849,10188,57792,310842
2024,28740,"Kingston, NY Metro Area",1425,17100,86271,182601
2024,28780,"Kingsville, TX Micro Area",1043,12516,61292,30579
2024,28820,"Kinston, NC Micro Area",861,10332,45143,54919
2024,28860,"Kirksville, MO Micro Area",752,9024,61485,29339
2024,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",1638,19656,98233,704836
2024,28900,"Klamath Falls, OR Micro Area",991,11892,58830,70247
2024,28940,"Knoxville, TN Metro Area",1145,13740,72422,932241
2024,29020,"Kokomo, IN Metro Area",937,11244,64027,83752
2024,29060,"Laconia, NH Micro Area",1167,14004,92783,64659
2024,29100,"La Crosse-Onalaska, WI-MN Metro Area",1027,12324,73340,170190
2024,29180,"Lafayette, LA Metro Area",977,11724,60892,413428
2024,29200,"Lafayette-West Lafayette, IN Metro Area",1107,13284,62011,226805
2024,29260,"La Grande, OR Micro Area",982,11784,65661,26144
2024,29300,"LaGrange, GA-AL Micro Area",1036,12432,54888,104522
2024,29340,"Lake Charles, LA Metro Area",1081,12972,66700,244027
2024,29380,"Lake City, FL Micro Area",976,11712,59205,71789
2024,29420,"Lake Havasu City-Kingman, AZ Metro Area",1091,13092,57684,220517
2024,29460,"Lakeland-Winter Haven, FL Metro Area",1363,16356,65978,790694
2024,29470,"Lake of the Woods, VA Micro Area",1205,14460,94008,37822
2024,29540,"Lancaster, PA Metro Area",1357,16284,86959,557931
2024,29620,"Lansing-East Lansing, MI Metro Area",1086,13032,72550,472669
2024,29660,"Laramie, WY Micro Area",931,11172,61917,38249
2024,29700,"Laredo, TX Metro Area",1027,12324,63058,269294
2024,29720,"Lares, PR Micro Area",505,6060,18917,27855
2024,29740,"Las Cruces, NM Metro Area",934,11208,56848,224266
2024,29780,"Las Vegas, NM Micro Area",829,9948,50585,30999
2024,29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",1626,19512,76472,2329548
2024,29860,"Laurel, MS Micro Area",846,10152,51236,82531
2024,29900,"Laurinburg, NC Micro Area",778,9336,45730,33590
2024,29940,"Lawrence, KS Metro Area",1099,13188,69746,120302
2024,29980,"Lawrenceburg, TN Micro Area",763,9156,54706,45385
2024,30020,"Lawton, OK Metro Area",965,11580,60665,127310
2024,30060,"Lebanon, MO Micro Area",809,9708,53282,36390
2024,30140,"Lebanon, PA Metro Area",1110,13320,78425,144186
2024,30150,"Lebanon-Claremont, NH-VT Micro Area",1209,14508,83269,223586
2024,30180,"Le Mars, IA Micro Area",910,10920,83251,25747
2024,30260,"Lewisburg, PA Micro Area",974,11688,76404,42456
2024,30280,"Lewisburg, TN Micro Area",946,11352,71049,36049
2024,30300,"Lewiston, ID-WA Metro Area",1024,12288,72475,65164
2024,30340,"Lewiston-Auburn, ME Metro Area",1010,12120,67873,113423
2024,30380,"Lewistown, PA Micro Area",822,9864,63953,46041
2024,30420,"Lexington, NE Micro Area",921,11052,70652,26242
2024,30460,"Lexington-Fayette, KY Metro Area",1138,13656,71966,522560
2024,30500,"Lexington Park, MD Metro Area",1750,21000,126256,209439
2024,30580,"Liberal, KS Micro Area",905,10860,63827,21486
2024,30620,"Lima, OH Metro Area",922,11064,64038,101348
2024,30660,"Lincoln, IL Micro Area",829,9948,66358,27713
2024,30700,"Lincoln, NE Metro Area",1082,12984,75049,344337
2024,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",1055,12660,67154,758629
2024,30820,"Lock Haven, PA Micro Area",820,9840,60816,37798
2024,30860,"Logan, UT-ID Metro Area",1201,14412,81126,155102
2024,30900,"Logansport, IN Micro Area",783,9396,56403,37680
2024,30980,"Longview, TX Metro Area",1060,12720,66647,291044
2024,31020,"Longview-Kelso, WA Metro Area",1206,14472,76531,112360
2024,31060,"Los Alamos, NM Micro Area",1375,16500,147139,19435
2024,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",2063,24756,95958,12974487
2024,31140,"Louisville/Jefferson County, KY-IN Metro Area",1116,13392,73863,1372558
2024,31180,"Lubbock, TX Metro Area",1159,13908,63629,358708
2024,31220,"Ludington, MI Micro Area",896,10752,64748,29207
2024,31260,"Lufkin, TX Micro Area",1076,12912,60960,87275
2024,31300,"Lumberton, NC Micro Area",805,9660,41978,116902
2024,31340,"Lynchburg, VA Metro Area",991,11892,68996,263798
2024,31380,"Macomb, IL Micro Area",761,9132,52795,26920
2024,31420,"Macon-Bibb County, GA Metro Area",1044,12528,59526,234943
2024,31500,"Madison, IN Micro Area",890,10680,64577,32998
2024,31540,"Madison, WI Metro Area",1354,16248,88804,691830
2024,31580,"Madisonville, KY Micro Area",837,10044,56815,45119
2024,31620,"Magnolia, AR Micro Area",649,7788,55334,22349
2024,31680,"Malvern, AR Micro Area",768,9216,55405,33180
2024,31700,"Manchester-Nashua, NH Metro Area",1623,19476,103545,426378
2024,31740,"Manhattan, KS Metro Area",1063,12756,65469,133965
2024,31820,"Manitowoc, WI Micro Area",797,9564,69148,81406
2024,31860,"Mankato, MN Metro Area",1069,12828,75808,104282
2024,31900,"Mansfield, OH Metro Area",824,9888,59509,125099
2024,31930,"Marietta, OH Micro Area",852,10224,63603,58978
2024,31940,"Marinette, WI-MI Micro Area",768,9216,61417,65293
2024,31980,"Marion, IN Micro Area",853,10236,53522,66295
2024,32000,"Marion, NC Micro Area",806,9672,57168,44817
2024,32020,"Marion, OH Micro Area",864,10368,59371,65020
2024,32060,"Marion-Herrin, IL Micro Area",930,11160,65604,66876
2024,32100,"Marquette, MI Micro Area",949,11388,65429,67112
2024,32140,"Marshall, MN Micro Area",781,9372,75303,25503
2024,32180,"Marshall, MO Micro Area",739,8868,57931,23231
2024,32260,"Marshalltown, IA Micro Area",885,10620,73315,40114
2024,32280,"Martin, TN Micro Area",803,9636,51880,33016
2024,32300,"Martinsville, VA Micro Area",761,9132,49860,63638
2024,32340,"Maryville, MO Micro Area",786,9432,59315,20774
2024,32380,"Mason City, IA Micro Area",842,10104,68926,49982
2024,32390,"Massena-Ogdensburg, NY Micro Area",818,9816,62850,107226
2024,32420,"Mayagüez, PR Metro Area",504,6048,21163,209892
2024,32460,"Mayfield, KY Micro Area",775,9300,50772,36630
2024,32540,"McAlester, OK Micro Area",860,10320,55310,43561
2024,32580,"McAllen-Edinburg-Mission, TX Metro Area",957,11484,54338,891977
2024,32620,"McComb, MS Micro Area",910,10920,44597,53441
2024,32660,"McMinnville, TN Micro Area",827,9924,55487,42166
2024,32700,"McPherson, KS Micro Area",916,10992,78851,30205
2024,32740,"Meadville, PA Micro Area",802,9624,60476,82716
2024,32780,"Medford, OR Metro Area",1358,16296,73999,222645
2024,32820,"Memphis, TN-MS-AR Metro Area",1220,14640,66401,1341924
2024,32860,"Menomonie, WI Micro Area",985,11820,74824,45527
2024,32900,"Merced, CA Metro Area",1343,16116,65510,290201
2024,32940,"Meridian, MS Micro Area",937,11244,49822,86818
2024,33020,"Mexico, MO Micro Area",693,8316,59448,24548
2024,33060,"Miami, OK Micro Area",788,9456,49947,30341
2024,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",1869,22428,76527,6249291
2024,33140,"Michigan City-La Porte, IN Metro Area",976,11712,71055,111917
2024,33180,"Middlesborough, KY Micro Area",592,7104,31354,23509
2024,33220,"Midland, MI Metro Area",1016,12192,77705,83757
2024,33260,"Midland, TX Metro Area",1400,16800,92952,180019
2024,33300,"Milledgeville, GA Micro Area",923,11076,54403,43642
2024,33340,"Milwaukee-Waukesha, WI Metro Area",1139,13668,78218,1568938
2024,33380,"Minden, LA Micro Area",795,9540,41182,35820
2024,33420,"Mineral Wells, TX Micro Area",1093,13116,67674,29295
2024,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1440,17280,99833,3713668
2024,33500,"Minot, ND Metro Area",1039,12468,78200,76484
2024,33540,"Missoula, MT Metro Area",1184,14208,74989,125631
2024,33580,"Mitchell, SD Micro Area",838,10056,69101,25808
2024,33620,"Moberly, MO Micro Area",760,9120,53033,24365
2024,33660,"Mobile, AL Metro Area",1052,12624,58880,412590
2024,33700,"Modesto, CA Metro Area",1623,19476,81468,553990
2024,33740,"Monroe, LA Metro Area",931,11172,51660,223674
2024,33780,"Monroe, MI Metro Area",1059,12708,77335,155505
2024,33860,"Montgomery, AL Metro Area",1095,13140,64010,386024
2024,33900,"Monticello, IN Micro Area",901,10812,67303,24717
2024,33910,"Monticello, NY Micro Area",1106,13272,72382,79721
2024,33940,"Montrose, CO Micro Area",1188,14256,72120,43807
2024,33980,"Morehead City, NC Micro Area",1108,13296,72322,69148
2024,34020,"Morgan City, LA Micro Area",848,10176,52576,47828
2024,34060,"Morgantown, WV Metro Area",967,11604,64640,141323
2024,34100,"Morristown, TN Metro Area",873,10476,60553,122533
2024,34140,"Moscow, ID Micro Area",929,11148,65424,41049
2024,34180,"Moses Lake, WA Micro Area",1116,13392,73267,101799
2024,34220,"Moultrie, GA Micro Area",818,9816,49341,46224
2024,34260,"Mountain Home, AR Micro Area",846,10152,48452,42407
2024,34300,"Mountain Home, ID Micro Area",1243,14916,65359,29321
2024,34340,"Mount Airy, NC Micro Area",761,9132,55656,71425
2024,34380,"Mount Pleasant, MI Micro Area",913,10956,55237,64565
2024,34420,"Mount Pleasant, TX Micro Area",872,10464,58626,56237
2024,34460,"Mount Sterling, KY Micro Area",763,9156,55208,47476
2024,34500,"Mount Vernon, IL Micro Area",885,10620,63118,36550
2024,34540,"Mount Vernon, OH Micro Area",950,11400,73878,63142
2024,34580,"Mount Vernon-Anacortes, WA Metro Area",1536,18432,89263,131328
2024,34620,"Muncie, IN Metro Area",906,10872,58127,112280
2024,34660,"Murray, KY Micro Area",870,10440,52706,38224
2024,34680,"Murrells Inlet, SC Micro Area",1204,14448,68713,64811
2024,34700,"Muscatine, IA Micro Area",971,11652,69396,42559
2024,34740,"Muskegon-Norton Shores, MI Metro Area",1028,12336,65024,175961
2024,34780,"Muskogee, OK Micro Area",849,10188,53619,66444
2024,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC Metro Area",1255,15060,66880,383016
2024,34860,"Nacogdoches, TX Micro Area",965,11580,53555,65162
2024,34880,"Nantucket, MA Micro Area",2213,26556,139688,14483
2024,34900,"Napa, CA Metro Area",2237,26844,111471,134869
2024,34940,"Naples-Marco Island, FL Metro Area",1862,22344,90045,398291
2024,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1528,18336,85447,2079596
2024,35020,"Natchez, MS-LA Micro Area",731,8772,42104,54045
2024,35060,"Natchitoches, LA Micro Area",786,9432,46292,36693
2024,35100,"New Bern, NC Micro Area",1079,12948,64475,124304
2024,35140,"Newberry, SC Micro Area",872,10464,61780,38435
2024,35220,"New Castle, IN Micro Area",820,9840,63150,48970
2024,35300,"New Haven, CT Metro Area",1525,18300,88197,570598
2024,35340,"New Iberia, LA Micro Area",897,10764,56961,68599
2024,35380,"New Orleans-Metairie, LA Metro Area",1217,14604,62655,981662
2024,35420,"New Philadelphia-Dover, OH Micro Area",908,10896,65044,92385
2024,35440,"Newport, OR Micro Area",1201,14412,63165,50964
2024,35460,"Newport, TN Micro Area",798,9576,48016,36813
2024,35580,"New Ulm, MN Micro Area",890,10680,69378,25800
2024,35620,"New York-Newark-Jersey City, NY-NJ Metro Area",1830,21960,99155,19798537
2024,35660,"Niles, MI Metro Area",942,11304,65425,153288
2024,35700,"Nogales, AZ Micro Area",829,9948,55217,48926
2024,35740,"Norfolk, NE Micro Area",882,10584,65968,48653
2024,35820,"North Platte, NE Micro Area",899,10788,65430,34575
2024,35840,"North Port-Bradenton-Sarasota, FL Metro Area",1747,20964,80859,889339
2024,35900,"North Wilkesboro, NC Micro Area",723,8676,51721,65935
2024,35940,"Norwalk, OH Micro Area",848,10176,67878,58319
2024,35980,"Norwich-New London-Willimantic, CT Metro Area",1365,16380,86586,279971
2024,36020,"Oak Harbor, WA Micro Area",1662,19944,90551,86836
2024,36100,"Ocala, FL Metro Area",1277,15324,61010,400078
2024,36180,"Ocean Pines, MD Micro Area",1159,13908,81745,53700
2024,36220,"Odessa, TX Metro Area",1259,15108,71536,164654
2024,36260,"Ogden, UT Metro Area",1500,18000,101203,653374
2024,36340,"Oil City, PA Micro Area",795,9540,61522,49801
2024,36380,"Okeechobee, FL Micro Area",1082,12984,57984,40816
2024,36420,"Oklahoma City, OK Metro Area",1124,13488,72094,1463267
2024,36460,"Olean, NY Micro Area",770,9240,59540,76145
2024,36500,"Olympia-Lacey-Tumwater, WA Metro Area",1736,20832,96563,299067
2024,36540,"Omaha, NE-IA Metro Area",1192,14304,84829,982064
2024,36580,"Oneonta, NY Micro Area",987,11844,68885,60108
2024,36620,"Ontario, OR-ID Micro Area",832,9984,62568,58725
2024,36660,"Opelousas, LA Micro Area",748,8976,44462,81670
2024,36700,"Orangeburg, SC Micro Area",841,10092,45675,83253
2024,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",1760,21120,78533,2793746
2024,36780,"Oshkosh-Neenah, WI Metro Area",965,11580,74925,171769
2024,36820,"Oskaloosa, IA Micro Area",793,9516,70940,22021
2024,36830,"Othello, WA Micro Area",877,10524,66136,20800
2024,36837,"Ottawa, IL Micro Area",908,10896,72230,147181
2024,36840,"Ottawa, KS Micro Area",1042,12504,77207,26106
2024,36900,"Ottumwa, IA Micro Area",920,11040,64766,35362
2024,36940,"Owatonna, MN Micro Area",1061,12732,84196,37439
2024,36980,"Owensboro, KY Metro Area",907,10884,68002,112762
2024,37020,"Owosso, MI Micro Area",899,10788,67404,67991
2024,37060,"Oxford, MS Micro Area",1025,12300,65018,70746
2024,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",2317,27804,109797,837469
2024,37120,"Ozark, AL Micro Area",889,10668,54963,49599
2024,37140,"Paducah, KY-IL Metro Area",874,10488,64160,102748
2024,37220,"Pahrump, NV Micro Area",1181,14172,60714,54344
2024,37260,"Palatka, FL Micro Area",906,10872,47934,75164
2024,37300,"Palestine, TX Micro Area",1041,12492,62068,58439
2024,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",1556,18672,78476,632780
2024,37420,"Pampa, TX Micro Area",930,11160,60317,21877
2024,37460,"Panama City-Panama City Beach, FL Metro Area",1456,17472,71514,211922
2024,37500,"Paragould, AR Micro Area",904,10848,57839,46432
2024,37540,"Paris, TN Micro Area",761,9132,50613,32412
2024,37580,"Paris, TX Micro Area",962,11544,59020,62280
2024,37620,"Parkersburg-Vienna, WV Metro Area",818,9816,57391,88460
2024,37740,"Payson, AZ Micro Area",1030,12360,61986,53795
2024,37800,"Pella, IA Micro Area",884,10608,78680,33642
2024,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",1354,16248,75967,524395
2024,37900,"Peoria, IL Metro Area",955,11460,71857,365202
2024,37940,"Peru, IN Micro Area",838,10056,61139,35712
2024,37950,"Petoskey, MI Micro Area",1112,13344,78112,34125
2024,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1480,17760,91289,6272014
2024,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",1702,20424,88301,5028754
2024,38100,"Picayune, MS Micro Area",906,10872,58135,57458
2024,38180,"Pierre, SD Micro Area",985,11820,81645,20679
2024,38210,"Pikeville, KY Micro Area",773,9276,43214,91951
2024,38220,"Pine Bluff, AR Micro Area",880,10560,51605,72255
2024,38240,"Pinehurst-Southern Pines, NC Metro Area",1254,15048,86080,104876
2024,38260,"Pittsburg, KS Micro Area",849,10188,52844,39008
2024,38300,"Pittsburgh, PA Metro Area",1053,12636,75762,2439940
2024,38340,"Pittsfield, MA Metro Area",1097,13164,76013,129430
2024,38380,"Plainview, TX Micro Area",821,9852,52707,37347
2024,38420,"Platteville, WI Micro Area",813,9756,66858,51770
2024,38460,"Plattsburgh, NY Micro Area",1003,12036,71224,78493
2024,38500,"Plymouth, IN Micro Area",938,11256,71808,46284
2024,38540,"Pocatello, ID Metro Area",960,11520,66499,89454
2024,38620,"Ponca City, OK Micro Area",842,10104,58423,43625
2024,38660,"Ponce, PR Metro Area",533,6396,22247,270459
2024,38700,"Pontiac, IL Micro Area",880,10560,73790,35565
2024,38740,"Poplar Bluff, MO Micro Area",780,9360,49089,42020
2024,38820,"Port Angeles, WA Micro Area",1152,13824,70370,77813
2024,38860,"Portland-South Portland, ME Metro Area",1485,17820,92175,562843
2024,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1724,20688,97436,2520987
2024,38920,"Port Lavaca, TX Micro Area",891,10692,79959,19868
2024,38940,"Port St. Lucie, FL Metro Area",1580,18960,74514,522676
2024,39020,"Portsmouth, OH Micro Area",742,8904,50609,72627
2024,39040,"Port Townsend, WA Micro Area",1522,18264,74048,33577
2024,39060,"Pottsville, PA Micro Area",876,10512,68313,143558
2024,39150,"Prescott Valley-Prescott, AZ Metro Area",1351,16212,69613,245480
2024,39220,"Price, UT Micro Area",870,10440,58377,20517
2024,39300,"Providence-Warwick, RI-MA Metro Area",1307,15684,87040,1684071
2024,39340,"Provo-Orem-Lehi, UT Metro Area",1534,18408,100704,717986
2024,39380,"Pueblo, CO Metro Area",1111,13332,64010,169356
2024,39420,"Pullman, WA Micro Area",1049,12588,55406,47003
2024,39460,"Punta Gorda, FL Metro Area",1464,17568,69952,201064
2024,39480,"Putnam, CT Micro Area",1155,13860,90589,96312
2024,39500,"Quincy, IL-MO Micro Area",808,9696,65360,74678
2024,39540,"Racine-Mount Pleasant, WI Metro Area",1080,12960,78096,197532
2024,39580,"Raleigh-Cary, NC Metro Area",1573,18876,100103,1487302
2024,39660,"Rapid City, SD Metro Area",1140,13680,75255,152950
2024,39700,"Raymondville, TX Micro Area",809,9708,54180,20139
2024,39740,"Reading, PA Metro Area",1181,14172,79777,433015
2024,39780,"Red Bluff, CA Micro Area",1184,14208,63784,65167
2024,39820,"Redding, CA Metro Area",1317,15804,72636,181436
2024,39860,"Red Wing, MN Micro Area",966,11592,84171,47943
2024,39900,"Reno, NV Metro Area",1592,19104,87485,563020
2024,39940,"Rexburg, ID Micro Area",1002,12024,61940,68561
2024,39960,"Rice Lake, WI Micro Area",879,10548,65933,46797
2024,39980,"Richmond, IN Micro Area",815,9780,55692,66397
2024,40060,"Richmond, VA Metro Area",1447,17364,86679,1341248
2024,40080,"Richmond-Berea, KY Micro Area",855,10260,60368,125967
2024,40090,"Rifle, CO Micro Area",1716,20592,95635,79464
2024,40100,"Rio Grande City-Roma, TX Micro Area",726,8712,37639,66067
2024,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1846,22152,89662,4675704
2024,40180,"Riverton, WY Micro Area",898,10776,64904,39533
2024,40220,"Roanoke, VA Metro Area",1043,12516,68761,314986
2024,40260,"Roanoke Rapids, NC Micro Area",803,9636,47104,64606
2024,40300,"Rochelle, IL Micro Area",936,11232,82132,51495
2024,40340,"Rochester, MN Metro Area",1276,15312,91882,228522
2024,40380,"Rochester, NY Metro Area",1143,13716,76284,1058413
2024,40420,"Rockford, IL Metro Area",1023,12276,68033,336522
2024,40460,"Rockingham, NC Micro Area",724,8688,44883,42344
2024,40540,"Rock Springs, WY Micro Area",911,10932,75034,41542
2024,40580,"Rocky Mount, NC Metro Area",920,11040,59636,144952
2024,40620,"Rolla, MO Micro Area",798,9576,58396,45194
2024,40660,"Rome, GA Metro Area",1014,12168,65565,99693
2024,40700,"Roseburg, OR Micro Area",1055,12660,61310,112072
2024,40740,"Roswell, NM Micro Area",867,10404,52938,64217
2024,40760,"Ruidoso, NM Micro Area",956,11472,53303,20224
2024,40770,"Russellville, AL Micro Area",676,8112,53338,31966
2024,40780,"Russellville, AR Micro Area",826,9912,57102,84265
2024,40820,"Ruston, LA Micro Area",825,9900,39172,48174
2024,40860,"Rutland, VT Micro Area",1000,12000,68616,60425
2024,40900,"Sacramento-Roseville-Folsom, CA Metro Area",1819,21828,97188,2426388
2024,40940,"Safford, AZ Micro Area",935,11220,67325,39232
2024,40980,"Saginaw, MI Metro Area",947,11364,60622,188665
2024,41060,"St. Cloud, MN Metro Area",1042,12504,76497,202458
2024,41100,"St. George, UT Metro Area",1566,18792,80632,196431
2024,41140,"St. Joseph, MO-KS Metro Area",895,10740,65005,120012
2024,41180,"St. Louis, MO-IL Metro Area",1113,13356,80196,2810850
2024,41260,"St. Marys, PA Micro Area",719,8628,66380,30506
2024,41400,"Salem, OH Micro Area",756,9072,58180,100704
2024,41420,"Salem, OR Metro Area",1399,16788,78900,438906
2024,41460,"Salina, KS Micro Area",954,11448,65745,59487
2024,41500,"Salinas, CA Metro Area",2055,24660,97230,437613
2024,41540,"Salisbury, MD Metro Area",1274,15288,73802,129736
2024,41620,"Salt Lake City-Murray, UT Metro Area",1583,18996,98083,1275870
2024,41660,"San Angelo, TX Metro Area",1155,13860,68419,120986
2024,41700,"San Antonio-New Braunfels, TX Metro Area",1363,16356,76213,2662733
2024,41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",2246,26952,106268,3288774
2024,41760,"Sandpoint, ID Micro Area",1122,13464,66979,51049
2024,41780,"Sandusky, OH Metro Area",932,11184,73502,114575
2024,41820,"Sanford, NC Micro Area",1017,12204,65387,65816
2024,41860,"San Francisco-Oakland-Fremont, CA Metro Area",2474,29688,136027,4645029
2024,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",2840,34080,162111,1969337
2024,41980,"San Juan-Bayamón-Caguas, PR Metro Area",623,7476,29276,2052186
2024,42020,"San Luis Obispo-Paso Robles, CA Metro Area",1992,23904,97446,281555
2024,42100,"Santa Cruz-Watsonville, CA Metro Area",2264,27168,111093,264926
2024,42140,"Santa Fe, NM Metro Area",1389,16668,79071,156105
2024,42200,"Santa Maria-Santa Barbara, CA Metro Area",2131,25572,98161,443701
2024,42220,"Santa Rosa-Petaluma, CA Metro Area",2158,25896,104674,485040
2024,42300,"Sault Ste. Marie, MI Micro Area",797,9564,62217,36295
2024,42340,"Savannah, GA Metro Area",1454,17448,77180,418285
2024,42380,"Sayre, PA Micro Area",901,10812,63675,59858
2024,42420,"Scottsbluff, NE Micro Area",909,10908,63838,36585
2024,42460,"Scottsboro, AL Micro Area",780,9360,51908,53053
2024,42540,"Scranton--Wilkes-Barre, PA Metro Area",1003,12036,65158,569788
2024,42580,"Seaford, DE Micro Area",1238,14856,81497,255626
2024,42620,"Searcy, AR Micro Area",850,10200,55249,77838
2024,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",2000,24000,115177,4061920
2024,42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",1357,16284,73491,166936
2024,42700,"Sebring, FL Metro Area",1035,12420,54897,105702
2024,42740,"Sedalia, MO Micro Area",885,10620,60430,43397
2024,42780,"Selinsgrove, PA Micro Area",929,11148,66876,39668
2024,42820,"Selma, AL Micro Area",733,8796,35627,36858
2024,42860,"Seneca, SC Micro Area",881,10572,62388,80469
2024,42900,"Seneca Falls, NY Micro Area",957,11484,68089,32920
2024,42940,"Sevierville, TN Micro Area",1072,12864,62581,99652
2024,42980,"Seymour, IN Micro Area",1004,12048,70262,46660
2024,43020,"Shawano, WI Micro Area",806,9672,66189,45291
2024,43060,"Shawnee, OK Micro Area",894,10728,61398,73463
2024,43100,"Sheboygan, WI Metro Area",934,11208,73094,117991
2024,43140,"Shelby-Kings Mountain, NC Micro Area",914,10968,58534,100991
2024,43180,"Shelbyville, TN Micro Area",1051,12612,67225,52237
2024,43220,"Shelton, WA Micro Area",1285,15420,83270,67982
2024,43260,"Sheridan, WY Micro Area",939,11268,71388,32055
2024,43300,"Sherman-Denison, TX Metro Area",1310,15720,72182,143337
2024,43320,"Show Low, AZ Micro Area",858,10296,54606,108415
2024,43340,"Shreveport-Bossier City, LA Metro Area",1014,12168,55925,386819
2024,43380,"Sidney, OH Micro Area",922,11064,73978,47929
2024,43420,"Sierra Vista-Douglas, AZ Metro Area",995,11940,59742,125566
2024,43460,"Sikeston, MO Micro Area",841,10092,59476,49835
2024,43500,"Silver City, NM Micro Area",825,9900,44958,27775
2024,43580,"Sioux City, IA-NE-SD Metro Area",1002,12024,75192,144682
2024,43620,"Sioux Falls, SD-MN Metro Area",1022,12264,82754,298181
2024,43640,"Slidell-Mandeville-Covington, LA Metro Area",1332,15984,81202,272421
2024,43660,"Snyder, TX Micro Area",1020,12240,60039,16488
2024,43700,"Somerset, KY Micro Area",803,9636,51898,65897
2024,43740,"Somerset, PA Micro Area",753,9036,61446,72799
2024,43760,"Sonora, CA Micro Area",1302,15624,77404,54498
2024,43780,"South Bend-Mishawaka, IN-MI Metro Area",1046,12552,67217,324560
2024,43890,"Sparta, WI Micro Area",914,10968,69467,46208
2024,43900,"Spartanburg, SC Metro Area",1057,12684,64382,374737
2024,43940,"Spearfish, SD Micro Area",938,11256,73384,27233
2024,43980,"Spencer, IA Micro Area",811,9732,65428,16461
2024,44020,"Spirit Lake, IA Micro Area",922,11064,75432,17990
2024,44060,"Spokane-Spokane Valley, WA Metro Area",1264,15168,77488,597123
2024,44100,"Springfield, IL Metro Area",979,11748,75895,207042
2024,44140,"Springfield, MA Metro Area",1136,13632,71306,462815
2024,44180,"Springfield, MO Metro Area",972,11664,65071,486785
2024,44220,"Springfield, OH Metro Area",872,10464,63132,135158
2024,44260,"Starkville, MS Micro Area",897,10764,48750,61743
2024,44300,"State College, PA Metro Area",1207,14484,74291,158576
2024,44340,"Statesboro, GA Micro Area",971,11652,57446,93440
2024,44420,"Staunton-Stuarts Draft, VA Metro Area",1068,12816,73544,126822
2024,44460,"Steamboat Springs, CO Micro Area",1568,18816,95400,38291
2024,44500,"Stephenville, TX Micro Area",1146,13752,65115,43794
